ID,Categoria,Nombre,Direccion,Ciudad,Telefono,Email,Sitio,Notas,Prioridad,Fuente
BSR014,Mercado Municipal,Mercat Municipal de Salt,"Avinguda Països Catalans 192",Salt (Girona),972 233 826,info@mercatdesalt.com,https://mercatdesalt.com,"Mercado municipal de Salt (barrio multicultural, alto % población inmigrante — perfil cliente lavash existente). Lunes-sábado 8-14h. Posibilidad alta de parada étnica/oriental. Contacto directo administración.",5,mercatdesalt.com
BSR015,Mercado Municipal,Mercat Municipal de Calella,"Centro de Calella",Calella (Barcelona),937 663 030,info@calella.cat,https://www.calella.cat,"Mercado fijo permanente martes-sábado. Productos frescos de la comarca del Maresme. Ajuntament gestiona autorizaciones. Bueno para presencia en Maresme/costa norte.",4,calella.cat
BSR016,Mercado Semanal,Mercat Setmanal de Calella,"Pàrquing Plaça del Mercat",Calella (Barcelona),937 663 030,info@calella.cat,https://www.calella.cat/actualitat/agenda/6749-mercat-setmanal.html,"Mercadillo sábados ~70 paradas. Predominante fruta/verdura/ropa. Convocatorias de paradista por Ajuntament. Posible parada étnica.",4,calella.cat
BSR017,Mercado Municipal,Mercat de Sant Josep — La Boqueria,"La Rambla 91",Barcelona,934 132 303,boqueria@bcn.cat,https://www.boqueria.barcelona,"El mercado más famoso de España. Asociación de Comerciantes: 933 040 270. Las paradas se transmiten por traspaso (no por alquiler municipal directo) — entrada como producto via paradistas existentes (delicatessen, panadería oriental).",2,boqueria.barcelona / mercats bcn
BSR018,Mercado Municipal,Mercat de Santa Caterina,"Av. Francesc Cambó 16",Barcelona,933 195 740,info@mercatsantacaterina.com,https://mercatsantacaterina.com,"Centro Barcelona, alta rotación turística + residentes Born/Ribera. Buen perfil para producto premium/étnico. Acceso vía paradista existente o convocatoria municipal.",3,mercatsantacaterina.com
BSR019,Mercado Municipal,Mercat de la Llibertat (Gràcia),"Plaça de la Llibertat 27",Barcelona,932 170 995,info@mercatllibertat.cat,https://mercatllibertat.cat,"Mercado del barrio de Gracia. Servicio a domicilio: 933 687 946. Buen barrio (perfil clase media-alta consumidora). Acceso vía paradista de deli/panadería.",3,mercatllibertat.cat
BSR020,Mercado Municipal,Mercat de la Concepció,"Carrer Aragó 313-317",Barcelona,—,info@laconcepcio.cat,https://www.laconcepcio.cat,"Mercado Eixample Dret. Servicios al cliente premium. Acceso vía paradista existente. Buen perfil clientela.",3,laconcepcio.cat
BSR021,Mercado Cultural/Centro,El Born CCM — Mercat del Born,"Pl. Comercial 12",Barcelona,932 566 851,elborn@bcn.cat,https://elbornculturaimemoria.barcelona.cat,"Antiguo mercado convertido en centro cultural. No es mercado activo de alimentos — pero acoge ferias gastronómicas y eventos. Posibilidad de pop-up/feria. Contacto vía centro cultural.",2,bcn.cat
BSR022,Mercado Ecológico,Mercado Ecológico de Girona,"Plaça Salvador Espriú (junto al Mercat del Lleó)",Girona,972 419 008,—,—,"Mercado eco semanal — jueves mañanas. Solo productores ecológicos de la región Girona. Si L-Lavash certifica versión bio/eco, canal natural. Contacto vía Mercat del Lleó.",4,mercadillosemanal.com
BSR023,Mercado Ecológico,merCAT Ecològic Pedralbes Centre,"Av. Diagonal 609-615, Pedralbes Centre",Barcelona,932 410 011,info@pedralbescentre.com,https://barcelonashoppingcity.com/agenda/mercado-ecologico-de-pedralbes-centre/,"Mercado eco en centro comercial Pedralbes. Agricultores catalanes ofreciendo productos km0. Perfil clientela alta. Acceso vía gerencia centro comercial.",3,pedralbescentre.com
BSR024,Mercado Slow Food,Mercat de la Terra Slow Food Barcelona,"Jardins de les Tres Xemeneies, Poble-sec",Barcelona,—,info@slowfoodbarcelona.org,https://www.slowfoodbarcelona.org,"Asociación Slow Food Barcelona Vázquez Montalbán. Productores km0 y artesanos directos. Encaja con storytelling de L-Lavash (artesanal, sin conservantes). Inscripción como productor vía la asociación.",4,slowfoodbarcelona.org
BSR025,Retail Cadena,Bonpreu / Esclat (Grup Bon Preu SAU),"Carretera de Manlleu km1.5, Les Masies de Voltregà",Osona (Barcelona),934 764 293,info@bonpreuesclat.cat,https://www.bonpreuesclat.cat,"Cadena catalana líder >250 tiendas. PROGRAMA KM0 ACTIVO: 600 productores locales, 2.400 referencias, 314M€ ventas locales 2023, crecimiento +12% anual. Vía de entrada REAL para productor catalán pequeño-medio. Buscar 'producto de proximidad' en sección Compromiso. Solicitud vía centralita.",4,bonpreuesclat.cat / viaempresa.cat
BSR026,Retail Cadena,Caprabo (Grupo Eroski),"Av. Estany de la Messeguera 40-44, El Prat de Llobregat",Barcelona,932 561 026,—,https://www.caprabo.com,"~290 tiendas BCN y Catalunya. Compromiso explícito con productores locales — sección 'producto local por territorio' en web. Alta de proveedor vía portal Eroski SIP (proveedores.eroski.es) — 944 943 444. Sistema centralizado pero canal abierto.",4,caprabo.com / proveedores.eroski.es
BSR027,Retail Cadena,Veritas Supermercados (BIO),"Rambla Catalunya 86, principal",Barcelona,930 346 443,info@veritas.es,https://www.veritas.es/pro/,"~70 tiendas eco/bio Catalunya y España. CANAL B2B: Veritas Food Service abastece >3.500 centros (colegios, hoteles, hospitales). Trabajan con pequeños/medianos productores locales que comparten filosofía bio. Requiere certificación ecológica. Excelente fit si L-Lavash desarrolla línea bio.",4,veritas.es
BSR028,Retail Cadena,Condis Supermercats SAU,"Calle del Mig 72, Montcada i Reixac",Barcelona,935 653 400,info@condis.es,https://www.condis.es,"Cadena familiar Catalunya 1961, ~600 puntos (Condis + Condis Express). Enfoque en proximidad, productos locales y frescos. Sede en Montcada. Contacto comercial vía centralita.",4,condis.es
BSR029,Retail Cadena,Sorli Discau (Grupo Sorli),"Polígono Industrial Circuit de Catalunya, Ctra. de Montmeló 108-120, 08403",Granollers (Barcelona),935 610 300,info@sorli.com,https://www.sorli.com,"Cadena Catalunya especializada en frescos. Sede Granollers. Departamentos especializados (almacén frutas, almacén pescado). Atención cliente 900 402 403. Alta como proveedor vía centralita corporativa.",4,sorli.com
BSR030,Retail Cadena,Plusfresc (Supsa Supermercats Pujol S.L.),"Polígono Industrial 'El Segre', parcela 307A, 25191",Lleida,973 205 100,info@plusfresc.cat,https://www.plusfresc.cat,"Líder supermercados Lleida y comarca. Sede Lleida. Contacto comercial 973 205 100; atención cliente 900 300 192. Cadena familiar, abierta a productores locales catalanes.",4,plusfresc.cat
BSR031,Retail Cadena,Casa Ametller (Ametller Origen),"Av. Mare de Déu de Montserrat 67-71-77, Olèrdola",Barcelona,938 264 004,casaametller@casaametller.net,https://www.ametllerorigen.com,"Cadena gourmet/proximidad Catalunya. Modelo de integración vertical — 1.200ha propias + 350 familias agricultoras y cooperativas. Distribución sin intermediarios. Requisito alto de calidad/storytelling. Contacto vía sede.",3,ametllerorigen.com
BSR032,Retail Cadena,La Sirena (Alimentación Congelada SAU),"Viladecavalls",Barcelona,937 454 300,—,https://www.lasirena.es,"~200+ tiendas. Especialista congelados. Si L-Lavash desarrolla versión congelada (lavash precocido o pizzas-lavash) — canal natural. Alta proveedor vía centralita corporativa.",2,lasirena.es
BSR033,Retail Cadena,Valvi / Spar / Eurospar / Suma Catalunya,"Sede comercial Girona",Girona,—,—,https://spar.es/contacto/,"Valvi Supermercats opera 125 tiendas como Spar/Eurospar/Spar Express/Suma/Superestalvi en Girona/BCN/Baleares. Proveedor exclusivo: Transgourmet Ibérica. Para entrar como producto local — vía Transgourmet o gerencia Valvi (Girona). Spar nacional: 914 908 900.",3,spar.es / transgourmet.es
BSR034,Retail Cadena,Suma Supermercados (BCN),"Carrer Muntaner",Barcelona,—,info@sumasupermercados.es,https://www.sumasupermercados.es,"Cadena fundada en BCN 2000. >100 centros Catalunya. Modelo proximidad. Contacto vía web.",3,sumasupermercados.es
BSR035,Retail Cadena,Carrefour Express Catalunya,"Centralita Carrefour España",Madrid/Barcelona,914 908 900,—,https://www.carrefour.es,"Formato proximidad. Carrefour tiene programa 'Producto Local' con productores catalanes — vía portal proveedores Carrefour (centralizado). Más difícil que Bonpreu/Caprabo por escala.",2,carrefour.es
BSR036,Retail Eco/Bio,BioSpace (cadena eco BCN),"Diversas tiendas Barcelona",Barcelona,—,info@biospace.es,—,"Tiendas eco/bio independientes Barcelona. Si L-Lavash certifica bio — canal complementario a Veritas. Búsqueda directa por barrios.",3,investigación campo
BSR037,Retail Local,Botiga del Pa (panaderías catalanas km0),"Múltiples panaderías Catalunya",Catalunya (varias),—,—,https://www.botiguesdecatalunya.cat,"Red Botigues de Catalunya — directorio oficial de comercio catalán. Puerta de entrada a tiendas tradicionales y panaderías locales. Útil para crear red B2B independiente.",3,botiguesdecatalunya.cat
BSR038,Mercado Municipal,Mercat de Palafrugell,"Plaça Nova",Palafrugell (Girona),972 613 100,ajuntament@palafrugell.cat,https://www.palafrugell.cat,"Mercado en costa Brava norte. Distancia razonable Lloret. Acceso via Ajuntament — área comerç.",4,palafrugell.cat
BSR039,Mercado Municipal,Mercat de Tossa de Mar,"Tossa de Mar centro",Tossa de Mar (Girona),972 340 100,info@infotossa.com,https://www.tossademar.cat,"Mercado en Tossa — al lado de Lloret. Buen mercado local. Contacto vía ajuntament para parada o partnership con paradista deli.",5,tossademar.cat
BSR040,Catering Escolar,Sodexo Iberia (Catering Educación),"Av. Diagonal 605, planta 4",Barcelona,915 020 300,es-marketing@sodexo.com,https://es.sodexo.com,"Multinacional francesa. División Sodexo Schools opera en Cataluña. Acceso vía contactos corporativos centrales. Sector dominado por Serunion/Eurest/Mediterránea — Sodexo es cuarto operador.",3,sodexo.com
